#DiseaseAUCs	BiologicalProcessAUCs
0.632322	0.818667
0.693777	0.775929
0.672112	0.743479
0.693721	0.750805
0.782906	0.751647
0.687711	0.725940
0.575593	0.797522
0.615415	0.806897
0.528629	0.805369
0.497288	0.820170
0.602048	0.775748
0.666367	0.768089
0.654500	0.813230
0.596439	0.793534
0.622870	0.827001
0.628334	0.739746
0.678066	0.725759
0.511137	0.819306
0.647896	0.748012
0.674744	0.835876
0.679037	0.754137
0.728368	0.759348
0.584251	0.764614
0.665918	0.812633
0.686459	0.787530
0.594441	0.784674
0.661465	0.807134
0.760463	0.715520
0.568636	0.775299
0.665629	0.773171
0.600708	0.775543
0.736239	0.796001
0.604190	0.800548
0.650753	0.788743
0.588848	0.766276
0.526784	0.747221
0.670066	0.783116
0.690230	0.758905
0.709688	0.728740
0.664289	0.780037
0.599448	0.768538
0.583416	0.784210
0.678908	0.757523
0.655487	0.816289
0.648610	0.804926
0.691795	0.782938
0.609446	0.760727
0.674600	0.754583
0.679711	0.802519
0.737370	0.759000
