#DiseaseAUCs	BiologicalProcessAUCs
0.712814	0.755189
0.772249	0.779762
0.753890	0.832418
0.765372	0.813614
0.679861	0.814011
0.709547	0.810104
0.707462	0.804090
0.721185	0.810501
0.741380	0.805922
0.740105	0.830433
0.760487	0.829792
0.708209	0.819505
0.736526	0.819719
0.743403	0.804182
0.725012	0.807418
0.740945	0.821245
0.721870	0.827137
0.717420	0.789683
0.762696	0.779609
0.702048	0.779853
0.742065	0.824756
0.767457	0.807509
0.728747	0.842796
0.726755	0.802869
0.758744	0.793926
0.776481	0.785134
0.737366	0.807662
0.720065	0.815201
0.756224	0.822497
0.718447	0.776038
0.746110	0.794811
0.737615	0.782509
0.690690	0.879792
0.783172	0.814438
0.696975	0.831624
0.763630	0.813065
0.739824	0.825122
0.757811	0.821673
0.653691	0.816545
0.738580	0.792552
0.776979	0.798382
0.705844	0.791178
0.768640	0.771123
0.738829	0.816819
0.705097	0.830983
0.742003	0.803724
0.714090	0.838584
0.702888	0.808150
0.771067	0.799512
0.660070	0.829457
