#DiseaseAUCs	BiologicalProcessAUCs
0.777882	0.805922
0.751307	0.799176
0.765279	0.801709
0.746421	0.808211
0.750156	0.782540
0.769386	0.821215
0.753143	0.800092
0.715522	0.785317
0.768484	0.810745
0.771347	0.824359
0.784416	0.822192
0.699247	0.775275
0.730676	0.791880
0.737771	0.792827
0.733570	0.774389
0.764812	0.792186
0.724639	0.792705
0.763381	0.810958
0.778286	0.796703
0.716953	0.754945
0.737957	0.774389
0.762945	0.836905
0.725915	0.769017
0.771067	0.803846
0.757997	0.822711
0.769293	0.791484
0.742158	0.815018
0.735468	0.795147
0.758651	0.815018
0.814818	0.797344
0.776450	0.728480
0.765092	0.818559
0.742158	0.829518
0.751494	0.792125
0.727440	0.763645
0.732543	0.769109
0.777726	0.781532
0.738206	0.796947
0.745706	0.794902
0.732045	0.816758
0.743683	0.775641
0.771440	0.767216
0.773338	0.809432
0.760985	0.799725
0.733912	0.803999
0.752894	0.770177
0.749844	0.767888
0.734472	0.761233
0.766648	0.806074
0.768951	0.761935
