#DiseaseAUCs	BiologicalProcessAUCs
0.744230	0.798871
0.726667	0.769416
0.692820	0.735444
0.704361	0.787973
0.723611	0.792833
0.744138	0.770103
0.704452	0.717575
0.674938	0.775012
0.706003	0.776141
0.747924	0.704124
0.723292	0.689642
0.696378	0.743201
0.693960	0.780707
0.714579	0.773981
0.679774	0.768630
0.655780	0.764507
0.702354	0.762199
0.695192	0.739666
0.749658	0.729946
0.758964	0.737212
0.735380	0.796613
0.746465	0.730388
0.668826	0.792047
0.720007	0.782769
0.678040	0.734462
0.702080	0.801718
0.687346	0.754099
0.724523	0.784831
0.733373	0.758419
0.733829	0.750614
0.679865	0.782032
0.746419	0.736672
0.680139	0.770790
0.724706	0.749092
0.729815	0.722239
0.693732	0.763525
0.762430	0.762985
0.678679	0.777369
0.658106	0.774080
0.730773	0.808247
0.725572	0.745164
0.770778	0.788660
0.748746	0.728179
0.666180	0.792391
0.700392	0.734708
0.714990	0.800589
0.723885	0.744968
0.740808	0.682965
0.689855	0.768925
0.671608	0.764801
