#DiseaseAUCs	BiologicalProcessAUCs
0.752552	0.819658
0.768546	0.787454
0.726537	0.805128
0.785070	0.779792
0.731267	0.781777
0.716019	0.804945
0.761202	0.773718
0.742563	0.743223
0.736775	0.767521
0.748506	0.766941
0.752707	0.787698
0.771378	0.848016
0.723799	0.782051
0.765279	0.759158
0.723830	0.756777
0.719411	0.760470
0.757997	0.739408
0.701021	0.778938
0.726008	0.794963
0.750996	0.816331
0.716144	0.851618
0.723083	0.758852
0.753050	0.775458
0.703386	0.785379
0.749844	0.784371
0.762945	0.761996
0.749627	0.768620
0.776077	0.777839
0.758246	0.746856
0.756784	0.788309
0.738020	0.829274
0.744461	0.822527
0.725075	0.765751
0.711507	0.797070
0.760020	0.793346
0.760456	0.775305
0.738642	0.801129
0.724266	0.765659
0.748102	0.804884
0.769511	0.791911
0.761109	0.781136
0.710294	0.816331
0.724328	0.783211
0.721994	0.731410
0.769044	0.785745
0.707306	0.804121
0.771751	0.813278
0.736246	0.790965
0.716984	0.780922
0.749035	0.788614
