#DiseaseAUCs	BiologicalProcessAUCs
0.714807	0.741384
0.704863	0.776141
0.748016	0.720471
0.718684	0.750172
0.719232	0.765783
0.688122	0.763328
0.708831	0.736721
0.759192	0.784929
0.670331	0.744035
0.655460	0.722386
0.713256	0.696514
0.669647	0.803780
0.647477	0.782327
0.720235	0.735395
0.689399	0.731615
0.743408	0.733775
0.726576	0.679381
0.710291	0.775945
0.663124	0.752234
0.680367	0.700049
0.716951	0.743692
0.681051	0.790378
0.674756	0.732401
0.676444	0.737997
0.749612	0.738635
0.681918	0.743986
0.728674	0.773932
0.660432	0.723711
0.763890	0.822975
0.691680	0.755523
0.722471	0.718704
0.660569	0.782474
0.764392	0.751694
0.707645	0.717378
0.691315	0.760628
0.717726	0.748994
0.761062	0.782523
0.717726	0.723319
0.730682	0.743594
0.736201	0.756308
0.723383	0.789543
0.711523	0.764458
0.777712	0.803584
0.726941	0.749877
0.716951	0.715955
0.698841	0.807020
0.704407	0.707707
0.688806	0.716937
0.684107	0.803584
0.655962	0.749681
