#DiseaseAUCs	BiologicalProcessAUCs
0.727844	0.781746
0.725479	0.817186
0.734037	0.769170
0.743216	0.725885
0.753392	0.809524
0.801251	0.781838
0.725759	0.799389
0.752085	0.790324
0.690814	0.798321
0.756099	0.809982
0.719878	0.817643
0.757033	0.786996
0.766150	0.796306
0.804176	0.808578
0.746919	0.743834
0.739109	0.785256
0.710325	0.808364
0.697847	0.782753
0.715926	0.805556
0.730178	0.823138
0.774147	0.853480
0.758433	0.793559
0.779251	0.803205
0.728591	0.753846
0.765372	0.809188
0.755788	0.768864
0.778317	0.788370
0.752676	0.746123
0.734534	0.811813
0.760269	0.803114
0.764843	0.811752
0.760362	0.798993
0.759895	0.792063
0.755228	0.838950
0.729991	0.764744
0.762385	0.771551
0.731547	0.815720
0.749689	0.763858
0.779624	0.793254
0.735281	0.783639
0.775641	0.784524
0.732636	0.803083
0.751151	0.784921
0.740882	0.770543
0.735344	0.805525
0.806230	0.826618
0.684995	0.808974
0.736588	0.804731
0.756192	0.769078
0.797081	0.800244
