#DiseaseAUCs	BiologicalProcessAUCs
0.749378	0.788919
0.735188	0.824512
0.737273	0.865110
0.736713	0.767277
0.731143	0.800916
0.785754	0.845665
0.735530	0.801679
0.712285	0.810714
0.732232	0.813828
0.771253	0.804548
0.740105	0.826984
0.753081	0.811905
0.738829	0.741392
0.783607	0.823016
0.713468	0.785195
0.719038	0.829792
0.741287	0.853022
0.724826	0.842002
0.734192	0.804304
0.701270	0.779762
0.763785	0.809402
0.753610	0.851496
0.767644	0.791880
0.744710	0.849084
0.763474	0.802900
0.707431	0.816606
0.716828	0.783089
0.686769	0.810073
0.721060	0.808822
0.700647	0.834310
0.711881	0.820726
0.728404	0.746825
0.725946	0.816178
0.749160	0.784707
0.757748	0.777381
0.759647	0.823046
0.723208	0.810256
0.758651	0.818223
0.758464	0.776343
0.769698	0.786813
0.771036	0.780250
0.734379	0.830525
0.756877	0.817308
0.703790	0.780922
0.697193	0.812302
0.698033	0.813462
0.731298	0.839866
0.672423	0.818071
0.713406	0.803175
0.805172	0.768162
