#DiseaseAUCs	BiologicalProcessAUCs
0.627680	0.799362
0.645607	0.767796
0.645197	0.777418
0.651218	0.731173
0.726120	0.788807
0.668461	0.755277
0.689125	0.808689
0.633656	0.795484
0.637852	0.786107
0.658881	0.765783
0.640361	0.821797
0.690174	0.819146
0.658243	0.782081
0.662896	0.768385
0.733282	0.740108
0.722014	0.741237
0.634750	0.781345
0.708330	0.729357
0.702171	0.771330
0.687665	0.809917
0.681553	0.810064
0.667822	0.767796
0.667457	0.779038
0.735106	0.783947
0.686069	0.775258
0.636301	0.700687
0.725344	0.767992
0.648572	0.790967
0.644969	0.791311
0.691315	0.822239
0.706779	0.742072
0.673068	0.792833
0.722425	0.801964
0.673159	0.831615
0.623574	0.786843
0.674665	0.806971
0.685521	0.785665
0.688350	0.782867
0.714214	0.756063
0.629596	0.739470
0.704042	0.798822
0.682511	0.765488
0.676763	0.794944
0.676854	0.786402
0.650397	0.780952
0.656555	0.806235
0.690858	0.778743
0.652815	0.777320
0.634477	0.747865
0.679728	0.762641
