1000	1002	0.564646
1000	1009	0.679929
10000	1009	0.532614
10000	3915	0.668467
10000	5270	0.543325
10000	5332	0.502921
10000	9315	0.541688
10000	9859	0.571504
10001	10285	0.51398
10001	10492	0.662284
10001	10772	0.507239
10001	10914	0.616712
10001	11051	0.511724
10001	22916	0.539005
10001	5290	0.501167
10001	5706	0.549073
10001	8467	0.502143
10001	9128	0.543491
10001	9255	0.511327
10001	9412	0.582424
10006	10010	0.513309
10006	10048	0.576951
10006	10049	0.713812
10006	10096	0.744127
10006	10190	0.591022
10006	10285	0.600664
10006	10294	0.582409
10006	10427	0.644371
10006	10724	0.581518
10006	10730	0.5698
10006	10787	0.712025
10006	10845	0.507331
10006	10914	0.585937
10006	10915	0.618845
10006	11183	0.503669
10006	11235	0.600224
10006	1147	0.520351
10006	1315	0.551369
10006	1385	0.529514
10006	1386	0.537731
10006	140609	0.503272
10006	1452	0.55149
10006	1655	0.548348
10006	1781	0.505042
10006	2060	0.60258
10006	221037	0.519681
10006	22828	0.512486
10006	22911	0.506324
10006	22944	0.629012
10006	23011	0.673252
10006	23075	0.535318
10006	23142	0.526745
10006	23219	0.505454
10006	2332	0.684797
10006	23369	0.504584
10006	23394	0.515048
10006	23471	0.528692
10006	23515	0.644091
10006	253943	0.678972
10006	2551	0.511205
10006	25978	0.651832
10006	26994	0.580359
10006	2773	0.534376
10006	3188	0.625716
10006	329	0.543415
10006	3475	0.558605
10006	394	0.657847
10006	4076	0.501899
10006	4659	0.50553
10006	4690	0.901001
10006	51366	0.632991
10006	51430	0.508429
10006	51582	0.591936
10006	51646	0.512623
10006	5290	0.689495
10006	5412	0.522179
10006	5495	0.593587
10006	5504	0.710081
10006	55669	0.619248
10006	5573	0.562904
10006	55914	0.685587
10006	57515	0.67684
10006	5782	0.551067
10006	5861	0.577592
10006	5876	0.533556
10006	5885	0.508215
10006	5903	0.511052
10006	5921	0.52924
10006	64844	0.549345
10006	6654	0.529803
10006	6814	0.57476
10006	6845	0.582112
10006	6879	0.507849
10006	7326	0.581993
10006	7716	0.511602
10006	7764	0.529726
10006	8027	0.667479
10006	8030	0.565276
10006	8036	0.706728
10006	8301	0.615008
10006	8661	0.595558
10006	8813	0.523336
10006	8899	0.511449
10006	901	0.535014
10006	9101	0.528145
10006	9107	0.541173
10006	9295	0.505042
10006	9403	0.617952
10006	94134	0.683478
10006	9525	0.60496
10006	9584	0.581652
10006	965	0.520351
10006	9748	0.59114
10006	9821	0.653216
10006	9867	0.633303
10006	9972	0.600312
1001	999	0.543203
10010	10427	0.512303
10010	11342	0.518279
10010	140609	0.521722
10010	23118	0.606039
10010	23515	0.539111
10010	253943	0.510504
10010	26054	0.506049
10010	29110	0.609037
10010	3459	0.564015
10010	373	0.619334
10010	4179	0.564586
10010	4659	0.57479
10010	57515	0.534741
10010	5782	0.509009
10010	64746	0.500663
10010	64844	0.501899
10010	7320	0.523397
10010	8301	0.513889
10010	9403	0.569022
10010	965	0.532523
10010	9655	0.55496
10010	9821	0.639883
100113378	6628	0.529635
100126326	1657	0.537048
100126326	9748	0.624873
100128062	10427	0.510534
100128062	10527	0.578425
100128062	1105	0.503577
100128062	11073	0.517761
100128062	1964	0.508734
100128062	200576	0.564435
100128062	22828	0.520442
100128062	22908	0.517517
100128062	23219	0.50553
100128062	2332	0.724705
100128062	23350	0.52711
100128062	23369	0.557009
100128062	26953	0.526715
100128062	3156	0.507788
100128062	394	0.631828
100128062	440026	0.594529
100128062	5573	0.50489
100128062	55745	0.575744
100128062	55832	0.613011
100128062	55914	0.542143
100128062	5876	0.664302
100128062	5903	0.632566
100128062	6307	0.50077
100128062	6651	0.530532
100128062	7155	0.510046
100128062	79624	0.507819
100128062	80267	0.506354
100128062	8467	0.505012
100128062	8491	0.619305
100128062	8899	0.610707
100128062	9101	0.510808
100128062	9147	0.518858
100128062	9354	0.536957
100128062	9748	0.611853
10014	11337	0.768369
10016	93487	0.541279
10018	596	0.773419
10024	10036	0.584426
10024	1033	0.685508
10024	10460	0.516176
10024	10535	0.596969
10024	1058	0.648946
10024	10615	0.569141
10024	1063	0.609879
10024	11004	0.689155
10024	11065	0.660945
10024	146909	0.550554
10024	1663	0.669157
10024	1869	0.559372
10024	22974	0.570368
10024	2305	0.566745
10024	23397	0.577174
10024	24137	0.53723
10024	332	0.715504
10024	3833	0.646355
10024	3835	0.728464
10024	4288	0.644539
10024	4605	0.584545
10024	4751	0.598964
10024	4998	0.505774
10024	51512	0.696481
10024	5347	0.717414
10024	54478	0.615499
10024	55143	0.578753
10024	55355	0.524128
10024	641	0.577353
10024	6790	0.569022
10024	7272	0.55722
10024	7298	0.535014
10024	8318	0.562754
10024	83461	0.683452
10024	890	0.635681
10024	899	0.701156
10024	9088	0.595529
10024	9212	0.609008
10024	9319	0.512029
10024	9401	0.569081
10024	9700	0.615759
10024	991	0.601893
10024	995	0.637009
10026	10159	0.614401
10026	1781	0.506019
10026	23741	0.519955
10026	387263	0.508917
10026	3920	0.521874
10026	51184	0.544051
10026	54951	0.540446
10026	55830	0.513614
10026	5965	0.50788
10026	6342	0.611389
10026	6392	0.517822
10026	83941	0.521326
10026	8803	0.509863
10026	9039	0.62238
10026	9403	0.657187
1003	3791	0.551309
10036	1017	0.751152
10036	10460	0.50492
10036	1058	0.545716
10036	11004	0.566715
10036	1104	0.531581
10036	1719	0.515688
10036	1869	0.517441
10036	201254	0.546654
10036	2189	0.563325
10036	23246	0.579928
10036	23468	0.535121
10036	29901	0.5439
10036	332	0.519498
10036	3833	0.558695
10036	3835	0.65294
10036	3978	0.501045
10036	4171	0.573566
10036	4173	0.641681
10036	4174	0.551671
10036	4176	0.54284
10036	4521	0.505774
10036	4998	0.589339
10036	5036	0.535849
10036	5111	0.822033
10036	51659	0.50608
10036	5425	0.542022
10036	55723	0.783921
10036	5982	0.501777
10036	5983	0.520199
10036	5985	0.568273
10036	641	0.660699
10036	6749	0.552999
10036	6949	0.523153
10036	8208	0.897631
10036	8317	0.595646
10036	84823	0.601395
10036	890	0.611171
10036	899	0.538656
10036	9319	0.53987
10036	9401	0.573596
10036	9833	0.529605
10036	9894	0.662257
10036	991	0.514438
10036	993	0.539657
10038	10535	0.5605
10038	1058	0.536593
10038	11004	0.522422
10038	1434	0.514224
10038	22974	0.515627
10038	4176	0.547985
10038	5422	0.659439
10038	5557	0.599111
10038	5889	0.547652
10038	7443	0.538474
10038	79902	0.555894
10038	8317	0.566685
10038	8487	0.680593
10038	9319	0.634437
10038	9793	0.538778
10042	1434	0.529529
10048	10427	0.519772
10048	10921	0.549028
10048	23118	0.573626
10048	23394	0.531672
10048	51322	0.535864
10048	51582	0.50492
10048	5500	0.55232
10048	5861	0.558364
10048	5887	0.5064
10048	6885	0.577085
10048	7326	0.568812
10048	9337	0.619046
10048	9821	0.586722
10048	9867	0.502326
10049	10054	0.543264
10049	10059	0.541688
10049	1022	0.600459
10049	10294	0.606126
10049	10527	0.510656
10049	10776	0.506049
10049	10971	0.511846
10049	1654	0.689599
10049	1810	0.563775
10049	1977	0.583329
10049	1983	0.514011
10049	2107	0.54087
10049	22911	0.514194
10049	22919	0.598524
10049	23011	0.651444
10049	253943	0.580745
10049	25800	0.667506
10049	25820	0.545444
10049	25843	0.560064
10049	25898	0.522636
10049	25978	0.506415
10049	26065	0.542082
10049	26994	0.579318
10049	3183	0.556406
10049	3301	0.587092
10049	3320	0.515871
10049	3475	0.673708
10049	3840	0.646467
10049	4189	0.574491
10049	4659	0.643308
10049	4801	0.60799
10049	5048	0.503257
10049	51510	0.515688
10049	51582	0.774546
10049	5290	0.601337
10049	5515	0.779998
10049	5573	0.543415
10049	5621	0.546806
10049	5706	0.589871
10049	57515	0.638081
10049	5782	0.615152
10049	5861	0.571116
10049	5903	0.541204
10049	6427	0.539172
10049	64795	0.560229
10049	64844	0.537686
10049	7323	0.659329
10049	7326	0.63856
10049	7336	0.541688
10049	7341	0.571415
10049	7534	0.552305
10049	7803	0.61625
10049	8036	0.546079
10049	81631	0.629212
10049	830	0.69231
10049	9140	0.518858
10049	9337	0.705639
10049	9412	0.511236
10049	9689	0.558846
10049	9908	0.590609
10051	10198	0.598818
10051	10236	0.543658
10051	10274	0.518645
10051	10403	0.557762
10051	10492	0.652137
10051	10592	0.935023
10051	1063	0.56971
10051	10733	0.515444
10051	10772	0.841194
10051	10914	0.613648
10051	10915	0.579705
10051	10926	0.559297
10051	11073	0.673144
10051	11130	0.580121
10051	11168	0.659713
10051	11222	0.598818
10051	11335	0.633785
10051	11339	0.505713
10051	11340	0.771397
10051	1315	0.50434
10051	1434	0.638363
10051	1633	0.55001
10051	1665	0.574551
10051	1719	0.605689
10051	1786	0.517974
10051	1854	0.547289
10051	1894	0.526715
10051	2146	0.554417
10051	220988	0.544869
10051	22974	0.511419
10051	22976	0.526045
10051	23165	0.518096
10051	23234	0.536411
10051	23310	0.557762
10051	23350	0.534012
10051	23397	0.511388
10051	23512	0.510229
10051	23517	0.511114
10051	23658	0.585375
10051	26135	0.657929
10051	26271	0.607757
10051	27316	0.515566
10051	29028	0.547592
10051	29127	0.623125
