85464	E1
55652	E1
9905	E1
8087	E1
2558	E1
253982	E1
379	E1
2562	E1
22871	E1
29801	E1
6925	E1
64786	E1
23039	E1
8525	E1
1132	E1
9638	E1
339674	E1
56147	E1
1012	E1
56146	E1
65078	E1
23411	E1
84152	E1
64116	E1
57188	E1
1739	E1
55714	E1
2033	E1
129450	E1
348751	E1
6314	E1
26058	E1
56899	E1
5144	E1
8558	E1
23237	E2
2903	E2
11168	E2
83593	E2
6522	E2
9839	E2
5725	E2
6576	E2
23774	E2
65125	E2
9114	E2
8364	E2
222698	E2
124446	E2
4045	E2
24149	E2
1612	E2
4176	E2
5376	E2
5521	E2
5813	E2
5649	E2
19	E2
4761	E2
6844	E2
3984	E2
11056	E2
7916	E2
6892	E2
6293	E2
5708	E2
6663	E2
91752	E2
9586	E2
6515	E2
6597	E2
221545	E2
55011	E2
54805	E2
53827	E2
10274	E2
347735	E2
2824	E2
55830	E2
9378	E2
1813	E2
57448	E2
5496	E2
1028	E2
377	E2
4066	E2
1398	E2
9446	E2
81614	E2
7840	E2
7122	E2
7726	E2
7442	E2
9508	E2
29959	E2
80145	E2
8326	E2
55111	E2
90952	E2
26053	E2
3115	E2
79600	E2
259232	E2
121665	E2
43	E2
2775	E2
1781	E2
8911	E2
7150	E2
9745	E2
3105	E2
80219	E2
5101	E2
6446	E2
5793	E2
7422	E2
874	E2
54487	E2
23166	E2
23236	E2
23673	E2
57533	E2
7444	E2
7127	E2
64137	E2
55788	E2
64837	E2
64781	E2
91647	E2
29980	E2
1601	E2
54617	E2
324	E2
5330	E2
63826	E2
253980	E2
222068	E2
57412	E2
26470	E2
775	E2
533	E2
64067	E2
5305	E2
29902	E2
10776	E2
488	E2
1388	E2
22978	E2
826	E2
4035	E2
8379	E2
138639	E2
4803	E2
27087	E2
4277	E2
203068	E2
10121	E2
4482	E2
4916	E2
8448	E2
79602	E2
516	E2
84547	E2
1460	E2
119391	E2
783	E2
2783	E2
4784	E2
2968	E2
11252	E2
55193	E2
10322	E2
8831	E2
1292	E2
54832	E2
9993	E2
25840	E2
4855	E2
55081	E2
1138	E2
27132	E2
28973	E2
27095	E2
22890	E2
387032	E2
57680	E2
1806	E2
10075	E2
2913	E2
1463	E2
4900	E2
79065	E2
10645	E2
9587	E2
23616	E2
54584	E2
1136	E2
7014	E2
3700	E2
83746	E2
84705	E2
79918	E2
81603	E2
83698	E2
153830	E2
607	E2
114801	E2
8452	E2
288	E2
9686	E2
2555	E3
6720	E3
9529	E3
26051	E3
26468	E3
152330	E3
27257	E3
23584	E3
4343	E3
203062	E3
80863	E3
23259	E3
5286	E3
3291	E3
100131244	E3
23191	E3
9374	E3
23082	E3
29123	E3
1745	E3
8218	E3
1616	E3
3745	E3
202333	E3
5743	E3
6911	E3
50807	E3
5414	E3
8537	E3
123606	E3
2242	E3
26047	E3
25804	E3
10718	E3
146378	E3
894	E3
403	E3
2823	E3
347689	E3
23513	E3
4336	E3
4684	E3
54715	E3
9568	E3
29119	E3
5119	E3
177	E3
7337	E3
473	E3
1407	E3
9605	E3
55568	E3
54815	E3
51684	E3
5696	E3
5045	E3
114791	E3
3122	E3
348980	E3
63943	E3
50651	E3
3356	E3
4846	E3
1961	E3
6733	E3
1116	E3
58155	E3
8099	E3
9326	E3
7082	E3
1496	E3
129684	E3
211	E3
79684	E3
26043	E3
8970	E3
361	E3
1958	E3
6595	E3
7917	E3
57176	E3
23451	E3
64844	E3
1501	E3
23245	E3
2895	E3
8604	E3
217	E3
4130	E3
5155	E3
27445	E3
387	E3
3119	E3
64919	E3
2744	E3
9892	E3
421	E3
1742	E3
406	E3
23405	E3
121256	E3
25921	E3
3084	E3
26354	E3
23334	E3
1137	E3
5142	E3
55626	E3
51596	E3
10410	E3
6804	E3
5698	E3
10371	E3
283899	E3
3118	E3
1128	E3
23019	E3
23383	E3
83723	E3
10243	E3
1143	E3
7158	E3
84166	E3
6787	E3
63940	E3
8294	E3
5443	E3
54820	E3
51070	E3
7037	E3
1786	E3
199	E3
1788	E3
6891	E3
9651	E3
152	E3
91582	E3
9188	E3
3280	E3
9315	E3
6721	E3
4629	E3
10743	E3
6015	E3
23345	E3
6323	E3
3790	E3
160851	E3
80179	E3
7052	E3
1191	E3
51123	E3
83857	E3
4038	E3
23176	E3
1946	E3
4124	E3
2260	E3
780	E3
2170	E3
3109	E3
5062	E3
7148	E3
7257	E3
3008	E3
6046	E3
23043	E3
50854	E3
2869	E3
10125	E3
4609	E3
1586	E3
4627	E3
55964	E3
57521	E3
9031	E3
5533	E3
90139	E3
50944	E3
11117	E3
6942	E3
22916	E3
1500	E3
57688	E3
399979	E3
4122	E3
6647	E3
5792	E3
929	E3
4978	E3
55937	E3
4297	E3
10806	E3
6205	E3
56910	E3
64478	E3
6992	E3
1020	E3
7416	E3
1740	E3
4137	E3
22864	E3
4775	E3
25791	E3
2550	E3
10198	E3
6326	E3
4713	E3
5089	E3
79922	E3
3303	E3
55238	E3
80224	E3
5685	E3
23293	E3
5621	E3
440829	E3
6263	E3
3107	E3
100526831	E3
54993	E3
22997	E3
29886	E3
1856	E3
1385	E3
2173	E3
55720	E3
7531	E3
1803	E3
80352	E3
57683	E3
83719	E3
7434	E3
1139	E3
56134	E3
30834	E3
79018	E3
3304	E3
205327	E3
2566	E3
5740	E3
57827	E3
3785	E3
28996	E3
79153	E3
7918	E3
57142	E3
9682	E3
10279	E3
10444	E3
1819	E3
5587	E3
55628	E3
7494	E3
9881	E3
4842	E3
414778	E3
3276	E3
132200	E3
152007	E3
56924	E3
5987	E3
4521	E3
7010	E3
57479	E3
27037	E3
5243	E3
389125	E3
9162	E3
23081	E3
1394	E3
1312	E3
9759	E3
28972	E3
9628	E3
57510	E3
445329	E3
6660	E3
23314	E3
5595	E3
9348	E3
9530	E3
90993	E3
2107	E3
10554	E3
85236	E3
23657	E3
219541	E3
226	E3
9722	E3
414764	E3
8997	E3
6770	E3
468	E3
6048	E3
25797	E3
23208	E3
57591	E3
83943	E3
3117	E3
9344	E3
79019	E3
23286	E3
8910	E3
1565	E3
3123	E3
1182	E3
124044	E3
22827	E3
51780	E3
3108	E3
5902	E3
9889	E3
4204	E3
5531	E3
2897	E3
7746	E3
8479	E3
154215	E3
9070	E3
91574	E3
10587	E3
