#DiseaseAUCs	BiologicalProcessAUCs
0.382966	0.487637
0.525299	0.547863
0.413586	0.550519
0.426873	0.541331
0.465024	0.580433
0.489047	0.504731
0.427091	0.535531
0.396845	0.615598
0.462721	0.534951
0.424322	0.515385
0.471652	0.514957
0.499720	0.555891
0.408918	0.636996
0.445419	0.512729
0.436831	0.538645
0.421677	0.532509
0.443521	0.594261
0.489544	0.527350
0.489918	0.548901
0.385549	0.559066
0.424633	0.577289
0.451207	0.544567
0.414115	0.512576
0.479929	0.513034
0.429176	0.530830
0.411190	0.522283
0.410163	0.541972
0.481921	0.570482
0.533732	0.557723
0.409852	0.571886
0.471465	0.496734
0.455937	0.512424
0.491131	0.543193
0.499782	0.528236
0.453479	0.584646
0.455284	0.522863
0.463032	0.544658
0.479400	0.565018
0.460512	0.531044
0.401077	0.555037
0.485032	0.539713
0.453230	0.534158
0.477533	0.585958
0.415391	0.575977
0.472243	0.512973
0.471060	0.592491
0.425255	0.530281
0.501494	0.535623
0.464993	0.507479
0.420619	0.474878
