#DiseaseAUCs	BiologicalProcessAUCs
0.701301	0.748932
0.740478	0.797039
0.677091	0.791636
0.710014	0.732662
0.657860	0.790354
0.709360	0.807814
0.680141	0.795635
0.679923	0.801893
0.665920	0.774939
0.706529	0.781807
0.723208	0.824176
0.639034	0.828968
0.738175	0.787332
0.689289	0.758913
0.686053	0.804365
0.675878	0.764774
0.688542	0.810012
0.707462	0.815049
0.705502	0.754548
0.721216	0.766239
0.707400	0.799328
0.695637	0.847100
0.694704	0.801038
0.707991	0.799634
0.711601	0.769322
0.713623	0.815232
0.710076	0.783730
0.681728	0.759615
0.672237	0.774267
0.666573	0.772924
0.671770	0.798504
0.722772	0.797009
0.721994	0.780281
0.672361	0.823077
0.691468	0.825824
0.639968	0.797192
0.664426	0.787851
0.692277	0.819292
0.701705	0.778053
0.665609	0.811722
0.740447	0.808852
0.718789	0.766941
0.643546	0.828266
0.690378	0.776648
0.719473	0.718101
0.706435	0.788858
0.706280	0.813370
0.687267	0.818101
0.717140	0.800183
0.744586	0.831288
