#DiseaseAUCs	BiologicalProcessAUCs
0.666449	0.683388
0.609926	0.722098
0.622528	0.720825
0.662534	0.692649
0.647853	0.691946
0.631377	0.760456
0.643897	0.721308
0.652339	0.696248
0.663635	0.715471
0.669222	0.718894
0.693120	0.714417
0.645243	0.695984
0.688960	0.737196
0.686106	0.661005
0.671302	0.664516
0.682639	0.762958
0.642633	0.692780
0.719914	0.686197
0.630480	0.688128
0.673382	0.755673
0.623588	0.672636
0.672526	0.656265
0.650626	0.727716
0.664043	0.682423
0.662738	0.635023
0.677501	0.698969
0.679377	0.771121
0.664043	0.701207
0.634069	0.687601
0.638759	0.739609
0.653562	0.716085
0.625790	0.726223
0.673994	0.656441
0.660658	0.715515
0.641287	0.686724
0.615024	0.687119
0.645365	0.728681
0.649280	0.716524
0.654500	0.685319
0.636271	0.690893
0.714163	0.736537
0.634803	0.779504
0.692264	0.649901
0.638595	0.658986
0.665837	0.762388
0.654826	0.706386
0.642429	0.760413
0.712573	0.750845
0.704743	0.691595
0.649729	0.684398
