#DiseaseAUCs	BiologicalProcessAUCs
0.699024	0.781738
0.699069	0.766470
0.733190	0.741335
0.683697	0.738930
0.690174	0.735002
0.734103	0.757388
0.766399	0.747865
0.704224	0.764212
0.771691	0.742464
0.689034	0.774080
0.726576	0.772754
0.733601	0.750515
0.701670	0.758517
0.636986	0.723810
0.680139	0.782032
0.698522	0.765881
0.719414	0.725430
0.721741	0.800982
0.745187	0.794158
0.707554	0.790771
0.698613	0.728964
0.713849	0.835641
0.706094	0.721797
0.697062	0.774129
0.720920	0.741679
0.688851	0.802749
0.733190	0.760334
0.665952	0.751105
0.732324	0.743643
0.710200	0.741041
0.729450	0.740992
0.736110	0.732253
0.725208	0.773098
0.696196	0.733382
0.707691	0.783211
0.714761	0.761856
0.714670	0.749926
0.724934	0.781198
0.706368	0.738684
0.745324	0.788316
0.765259	0.789642
0.701898	0.764998
0.703631	0.757241
0.722060	0.717575
0.743819	0.706971
0.679683	0.763034
0.702582	0.767649
0.760378	0.781934
0.722699	0.762641
0.728538	0.729062
