#DiseaseAUCs	BiologicalProcessAUCs
0.629961	0.995275
0.691780	0.987973
0.620062	0.975515
0.658643	0.967354
0.595977	0.957686
0.699574	0.989637
0.664355	0.979381
0.636438	0.889175
0.659865	0.961106
0.660022	0.984536
0.621476	1.000000
0.628957	0.904124
0.649348	0.882589
0.643691	0.916789
0.656236	0.999264
0.659429	0.986598
0.676086	0.970103
0.626585	0.991409
0.573754	0.913660
0.663945	0.966495
0.682055	0.979811
0.602034	0.999264
0.627452	0.962043
0.658060	0.945876
0.621074	0.979778
0.730499	0.895066
0.681462	0.916838
0.684518	1.000000
0.723429	0.991277
0.635389	0.958419
0.647432	0.954253
0.639873	0.988954
0.650442	0.973196
0.677949	0.880412
0.681963	0.860825
0.690307	0.855155
0.647367	0.994330
0.680777	0.997188
0.719118	0.996891
0.695087	0.972352
0.615159	0.994201
0.666363	0.980670
0.645527	0.980026
0.593878	0.949599
0.696337	0.997697
0.660022	0.989691
0.648070	0.970361
0.676079	0.988954
0.675623	0.900656
0.716221	0.883318
