#DiseaseAUCs	BiologicalProcessAUCs
0.605489	0.763462
0.641181	0.749512
0.655962	0.812057
0.663213	0.732662
0.607387	0.764072
0.673108	0.758516
0.652010	0.783883
0.592420	0.741636
0.694517	0.741972
0.604307	0.820879
0.594971	0.763828
0.652726	0.752747
0.610779	0.751740
0.601444	0.751679
0.603747	0.750611
0.648618	0.760379
0.628703	0.769078
0.630663	0.779365
0.609783	0.808669
0.611464	0.769841
0.655682	0.744689
0.624253	0.700183
0.615727	0.721032
0.606267	0.732387
0.620021	0.801129
0.686924	0.753694
0.589993	0.749786
0.618808	0.744353
0.663648	0.784707
0.580471	0.718651
0.576083	0.727106
0.646285	0.812912
0.645787	0.783974
0.626338	0.726496
0.613549	0.776770
0.627116	0.754090
0.695482	0.757082
0.639688	0.785226
0.657176	0.777137
0.645911	0.782937
0.589432	0.788065
0.651979	0.744505
0.655962	0.750946
0.630072	0.762515
0.644106	0.759676
0.636763	0.753907
0.635673	0.738400
0.625498	0.711264
0.598892	0.771825
0.595936	0.714530
