#DiseaseAUCs	BiologicalProcessAUCs
0.608295	0.714022
0.579789	0.690279
0.607398	0.684222
0.647731	0.768971
0.544839	0.708536
0.641776	0.704191
0.632315	0.766250
0.631255	0.724556
0.584275	0.734036
0.623547	0.741102
0.629827	0.742769
0.654011	0.705771
0.629134	0.734957
0.685943	0.727013
0.597692	0.693439
0.627054	0.711257
0.612414	0.712267
0.631132	0.722186
0.643204	0.776388
0.650014	0.731885
0.679051	0.776871
0.600506	0.683300
0.627095	0.736274
0.595367	0.683520
0.667102	0.737239
0.631459	0.756506
0.579259	0.662629
0.656662	0.770287
0.635007	0.781216
0.616410	0.744569
0.597366	0.703445
0.563558	0.720606
0.654092	0.735264
0.659435	0.744349
0.584968	0.717051
0.620652	0.766294
0.602341	0.761510
0.586436	0.651086
0.617185	0.758876
0.607071	0.709897
0.578892	0.744700
0.603238	0.737415
0.599812	0.788370
0.619387	0.704191
0.638065	0.695282
0.556299	0.721703
0.597406	0.750274
0.602667	0.684749
0.611109	0.760939
0.576730	0.707220
