#DiseaseAUCs	BiologicalProcessAUCs
0.664777	0.703138
0.702459	0.710160
0.631132	0.643889
0.617104	0.716524
0.673341	0.715295
0.670568	0.737942
0.639003	0.693614
0.650381	0.641387
0.663472	0.687909
0.634110	0.763748
0.648872	0.671582
0.668447	0.705289
0.711349	0.710204
0.683414	0.754224
0.674687	0.729691
0.678153	0.687294
0.651156	0.692693
0.655805	0.721966
0.626810	0.689401
0.674483	0.695238
0.702092	0.695765
0.618613	0.655036
0.656580	0.695414
0.653399	0.699408
0.680315	0.687426
0.640104	0.672504
0.634762	0.676410
0.617593	0.694273
0.666857	0.720386
0.635251	0.705157
0.692060	0.730919
0.609722	0.734167
0.687492	0.694843
0.640961	0.739478
0.697728	0.707966
0.601240	0.672987
0.674402	0.686329
0.614616	0.704542
0.642959	0.626509
0.632234	0.699846
0.666816	0.757384
0.720566	0.725082
0.622283	0.653676
0.707231	0.698179
0.705110	0.695326
0.686921	0.673557
0.658089	0.796708
0.630929	0.703050
0.633172	0.713671
0.672974	0.699056
