#DiseaseAUCs	BiologicalProcessAUCs
0.783203	0.753602
0.722150	0.787088
0.732916	0.766728
0.753859	0.767552
0.759211	0.738645
0.788897	0.782875
0.746888	0.755952
0.739544	0.778327
0.782860	0.797375
0.778068	0.728419
0.712908	0.753755
0.718602	0.820452
0.745861	0.825092
0.713343	0.825153
0.750280	0.792766
0.739980	0.816667
0.757904	0.797894
0.707213	0.800488
0.723425	0.778541
0.766337	0.801374
0.779717	0.801160
0.743185	0.789683
0.777539	0.760195
0.730271	0.781136
0.752956	0.765476
0.730987	0.771581
0.733570	0.793254
0.767644	0.793864
0.740882	0.816392
0.730894	0.795910
0.726631	0.822131
0.705875	0.843590
0.749440	0.831258
0.773525	0.803449
0.743341	0.784585
0.725759	0.793773
0.731329	0.791575
0.762727	0.814957
0.735126	0.812210
0.704164	0.786203
0.752769	0.793346
0.741692	0.762759
0.772778	0.722344
0.764096	0.780403
0.763598	0.814469
0.769386	0.725702
0.704693	0.783669
0.733228	0.790018
0.775610	0.769567
0.750000	0.811538
