#DiseaseAUCs	BiologicalProcessAUCs
0.724893	0.795238
0.740945	0.747009
0.727253	0.759219
0.731392	0.789466
0.755632	0.784066
0.755134	0.804900
0.711601	0.763645
0.707555	0.764164
0.760673	0.766026
0.724452	0.804029
0.691499	0.763523
0.740950	0.773962
0.715335	0.769591
0.760144	0.768803
0.720065	0.804487
0.751027	0.778358
0.738953	0.787729
0.705595	0.773046
0.731423	0.765293
0.749827	0.782234
0.788306	0.816392
0.756913	0.745604
0.755695	0.762393
0.725261	0.757967
0.743963	0.749451
0.780417	0.727411
0.730895	0.761996
0.746324	0.791701
0.754419	0.797589
0.743310	0.764048
0.758748	0.786722
0.765808	0.771674
0.784753	0.777625
0.751680	0.811116
0.770768	0.771062
0.720274	0.808120
0.763661	0.778166
0.727160	0.783364
0.707991	0.742245
0.756379	0.805525
0.711507	0.789225
0.741704	0.809371
0.772687	0.759822
0.766428	0.712821
0.754305	0.765273
0.777819	0.730087
0.713343	0.753053
0.748849	0.771947
0.763287	0.807326
0.764532	0.801160
