#DiseaseAUCs	BiologicalProcessAUCs
0.718080	0.716577
0.656531	0.730323
0.664865	0.676774
0.686618	0.743980
0.676955	0.710288
0.649844	0.640656
0.697014	0.710467
0.602033	0.678661
0.592279	0.689892
0.694816	0.729560
0.698709	0.719632
0.678879	0.725517
0.608033	0.712713
0.673200	0.740881
0.676864	0.736119
0.608720	0.693801
0.672101	0.685085
0.612841	0.741150
0.685290	0.756199
0.651722	0.710063
0.642517	0.720440
0.677551	0.716801
0.635190	0.696047
0.657584	0.729739
0.695961	0.673989
0.671826	0.699775
0.692572	0.682839
0.601621	0.734951
0.616780	0.709793
0.675032	0.732480
0.632808	0.701932
0.703517	0.786074
0.634045	0.704762
0.709700	0.735580
0.650027	0.743711
0.690694	0.715678
0.669811	0.670845
0.717302	0.705076
0.701777	0.694025
0.710432	0.703055
0.660652	0.656199
0.678146	0.714645
0.640594	0.707233
0.696556	0.745597
0.754351	0.732839
0.656210	0.667161
0.673796	0.728976
0.684558	0.741465
0.634503	0.718194
0.706219	0.745508
