#DiseaseAUCs	BiologicalProcessAUCs
0.657362	0.665446
0.640590	0.721184
0.619928	0.728236
0.588841	0.787027
0.558003	0.714225
0.603311	0.729090
0.631099	0.729792
0.692214	0.686661
0.675691	0.743926
0.654033	0.752869
0.621857	0.692674
0.612491	0.730128
0.662870	0.731410
0.630259	0.687424
0.647000	0.711783
0.613206	0.742430
0.603311	0.712363
0.619928	0.755433
0.680358	0.766209
0.616567	0.722436
0.570637	0.782509
0.572784	0.747772
0.630477	0.802686
0.636576	0.718895
0.617003	0.786142
0.649210	0.708333
0.598986	0.709799
0.644884	0.763370
0.636887	0.715781
0.623133	0.748413
0.624564	0.785256
0.591144	0.738248
0.578915	0.700702
0.622479	0.734066
0.591424	0.710348
0.615602	0.682418
0.648836	0.734402
0.545525	0.712943
0.605614	0.735714
0.656242	0.740171
0.623008	0.734005
0.609130	0.696215
0.595563	0.658455
0.633059	0.741514
0.590055	0.686203
0.638101	0.720879
0.588530	0.727167
0.643702	0.656807
0.597056	0.708761
0.591704	0.708211
