#DiseaseAUCs	BiologicalProcessAUCs
0.575449	0.751939
0.635480	0.735592
0.621841	0.689985
0.701989	0.721306
0.621476	0.700835
0.643783	0.737015
0.638993	0.759892
0.623255	0.763868
0.662485	0.727639
0.622936	0.780560
0.622753	0.737310
0.580011	0.698233
0.596843	0.736377
0.579053	0.777221
0.647569	0.750417
0.606058	0.736868
0.612216	0.775700
0.605967	0.761856
0.620564	0.737064
0.637031	0.737506
0.589590	0.766028
0.651857	0.735297
0.590822	0.806038
0.691132	0.719391
0.629094	0.727246
0.579600	0.746539
0.634614	0.767894
0.609570	0.741728
0.593148	0.748945
0.633108	0.718213
0.652997	0.723760
0.608658	0.779234
0.619469	0.761561
0.663945	0.748257
0.589408	0.728277
0.658699	0.746048
0.667777	0.709524
0.604735	0.693274
0.627406	0.723220
0.601086	0.743348
0.614314	0.746883
0.627133	0.793176
0.562357	0.707413
0.580057	0.747128
0.674619	0.758959
0.622662	0.740108
0.584481	0.754836
0.676672	0.697496
0.691862	0.758076
0.629778	0.721748
