#DiseaseAUCs	BiologicalProcessAUCs
0.642488	0.770818
0.632033	0.753541
0.646160	0.782509
0.662870	0.799512
0.710543	0.779609
0.676095	0.819750
0.707618	0.828449
0.675753	0.782662
0.590335	0.765568
0.659478	0.790354
0.675131	0.758242
0.693708	0.756105
0.635673	0.781380
0.668223	0.798626
0.671583	0.767888
0.685493	0.780281
0.668596	0.747131
0.638443	0.778358
0.708831	0.805861
0.625280	0.787821
0.630539	0.766209
0.677216	0.837790
0.700554	0.818040
0.691187	0.742277
0.649925	0.786874
0.687142	0.805586
0.632655	0.789713
0.626245	0.770818
0.685960	0.751679
0.661470	0.801893
0.627769	0.802228
0.677122	0.767186
0.671365	0.773932
0.592918	0.796856
0.656398	0.817491
0.659230	0.824206
0.659136	0.767705
0.645973	0.828327
0.648432	0.818834
0.669498	0.779304
0.667942	0.771886
0.658078	0.799267
0.616474	0.769841
0.648618	0.741148
0.657269	0.745513
0.665266	0.783059
0.684030	0.839988
0.642115	0.800000
0.683221	0.812943
0.697131	0.770024
