#DiseaseAUCs	BiologicalProcessAUCs
0.650830	0.691727
0.648342	0.733860
0.654031	0.748694
0.672526	0.721703
0.692549	0.696555
0.631805	0.640992
0.693569	0.670134
0.600832	0.674567
0.632723	0.703489
0.658538	0.738424
0.625994	0.707659
0.661474	0.673250
0.631092	0.692561
0.619020	0.693921
0.642878	0.731490
0.683251	0.695019
0.671098	0.759491
0.550385	0.719684
0.661188	0.721132
0.676767	0.729691
0.674402	0.717885
0.717467	0.720562
0.691285	0.696643
0.607683	0.752776
0.706945	0.692868
0.687778	0.677463
0.653807	0.656880
0.685249	0.714637
0.683781	0.657318
0.650014	0.707439
0.655316	0.701382
0.625994	0.699144
0.629501	0.635813
0.694507	0.712486
0.616451	0.681413
0.598630	0.728637
0.632845	0.675225
0.590106	0.701163
0.660046	0.741277
0.665715	0.673074
0.665267	0.695853
0.670487	0.732587
0.685127	0.700900
0.682334	0.710248
0.619836	0.685890
0.671914	0.676542
0.623833	0.715295
0.654786	0.720342
0.637331	0.684354
0.641369	0.747553
