#DiseaseAUCs	BiologicalProcessAUCs
0.656866	0.740531
0.648995	0.736406
0.681661	0.651481
0.686799	0.688611
0.667754	0.716129
0.648138	0.716919
0.570450	0.698398
0.686350	0.664121
0.604421	0.718455
0.649443	0.638929
0.606297	0.785210
0.578035	0.647926
0.690918	0.673162
0.697361	0.716743
0.667000	0.746412
0.676318	0.714988
0.662901	0.691376
0.685535	0.756945
0.690429	0.690674
0.619408	0.756331
0.707475	0.696994
0.624934	0.680623
0.666775	0.731929
0.694344	0.746719
0.654867	0.665262
0.653114	0.674918
0.634925	0.736230
0.661351	0.736098
0.617756	0.647882
0.648628	0.707571
0.666673	0.718631
0.625505	0.668773
0.625974	0.695765
0.671424	0.686109
0.645243	0.690235
0.630664	0.678692
0.641613	0.752293
0.705722	0.685978
0.690388	0.698135
0.661066	0.682203
0.714286	0.662409
0.663513	0.716480
0.649362	0.722449
0.676033	0.721001
0.622283	0.706869
0.711186	0.686768
0.642633	0.710424
0.697932	0.738819
0.710371	0.716305
0.642490	0.703752
