#DiseaseAUCs	BiologicalProcessAUCs
0.796317	0.781136
0.782643	0.786386
0.768359	0.776557
0.748911	0.739887
0.726226	0.795696
0.753454	0.737712
0.766804	0.787485
0.730800	0.771001
0.743216	0.771612
0.712970	0.788858
0.692121	0.784341
0.692245	0.760867
0.749160	0.770816
0.722834	0.780159
0.729618	0.756502
0.763536	0.759890
0.732979	0.767125
0.754917	0.800244
0.764688	0.809768
0.744468	0.797955
0.755477	0.790018
0.740228	0.781777
0.706404	0.796001
0.782238	0.725702
0.712410	0.741392
0.743056	0.781441
0.709622	0.758852
0.773033	0.761966
0.763007	0.776313
0.740011	0.754280
0.776527	0.693223
0.736059	0.779084
0.723722	0.836111
0.760985	0.734038
0.736178	0.829304
0.792986	0.738980
0.769106	0.719247
0.726102	0.799603
0.764968	0.770571
0.722056	0.767369
0.736740	0.738736
0.732812	0.786233
0.748115	0.754188
0.727437	0.771734
0.743590	0.757801
0.744243	0.751493
0.743714	0.768376
0.771285	0.718040
0.751867	0.787057
0.759273	0.781807
