#DiseaseAUCs	BiologicalProcessAUCs
0.689951	0.755983
0.763443	0.782173
0.729120	0.741270
0.770320	0.797642
0.734317	0.769200
0.736464	0.783770
0.728653	0.805067
0.724701	0.771947
0.775205	0.755647
0.735406	0.819719
0.793503	0.815904
0.731398	0.774451
0.730458	0.785515
0.714215	0.741484
0.719287	0.823748
0.765092	0.828297
0.768017	0.791178
0.744648	0.761020
0.765372	0.781624
0.764895	0.807692
0.723270	0.756258
0.768477	0.824512
0.773743	0.759280
0.783576	0.781838
0.761296	0.840873
0.741861	0.819414
0.744375	0.801862
0.741296	0.767019
0.772311	0.760073
0.764127	0.798499
0.712156	0.757387
0.750124	0.784995
0.704242	0.831136
0.748569	0.807258
0.747854	0.808883
0.761249	0.735684
0.746390	0.823457
0.733819	0.792582
0.689912	0.799541
0.763785	0.751893
0.710627	0.766422
0.734037	0.793101
0.744972	0.800245
0.785034	0.758333
0.716032	0.768152
0.783234	0.761507
0.731983	0.777289
0.681945	0.806349
0.687018	0.761020
0.689196	0.768071
