#DiseaseAUCs	BiologicalProcessAUCs
0.727945	0.717624
0.706738	0.729210
0.714488	0.712077
0.694127	0.748662
0.708147	0.745374
0.682012	0.743153
0.701396	0.754983
0.639130	0.675258
0.668761	0.753608
0.688851	0.749337
0.667731	0.772165
0.695329	0.778743
0.711660	0.744232
0.674345	0.639519
0.756135	0.765930
0.701533	0.785027
0.672036	0.690182
0.695876	0.746784
0.708331	0.741924
0.672840	0.744723
0.725162	0.729701
0.728415	0.708542
0.663717	0.736917
0.660661	0.740795
0.687514	0.722680
0.683469	0.731116
0.704224	0.751743
0.687118	0.768287
0.674437	0.773741
0.695055	0.776780
0.672475	0.733530
0.711633	0.742464
0.670833	0.732057
0.688669	0.758223
0.706779	0.786451
0.678756	0.723662
0.714378	0.804369
0.705593	0.743309
0.725423	0.784308
0.699066	0.705400
0.652850	0.752872
0.697382	0.726166
0.682668	0.772852
0.689764	0.808346
0.649300	0.714179
0.706049	0.755621
0.729769	0.746048
0.675623	0.737408
0.664447	0.745557
0.658927	0.700337
