#DiseaseAUCs	BiologicalProcessAUCs
0.614536	0.713522
0.669628	0.681447
0.677826	0.702111
0.668941	0.689937
0.665369	0.715948
0.642196	0.743576
0.643021	0.771743
0.642196	0.709928
0.679749	0.684681
0.701594	0.678571
0.585226	0.698203
0.676818	0.715588
0.648516	0.680683
0.664133	0.751482
0.723530	0.688724
0.668392	0.705660
0.632121	0.741869
0.615268	0.687646
0.602583	0.696271
0.646089	0.683827
0.658637	0.654582
0.612566	0.745822
0.658546	0.731716
0.687580	0.739308
0.655615	0.681626
0.668529	0.779066
0.546391	0.665454
0.673841	0.729829
0.701090	0.709748
0.661476	0.714555
0.672284	0.738050
0.687397	0.698607
0.686389	0.672417
0.732369	0.732839
0.677688	0.725517
0.719500	0.673765
0.684420	0.701887
0.605834	0.726774
0.635419	0.705705
0.677459	0.683333
0.641326	0.705705
0.654103	0.717116
0.687672	0.748023
0.687214	0.675247
0.683184	0.675112
0.613345	0.665139
0.656073	0.696451
0.624611	0.737107
0.720599	0.689847
0.667659	0.670485
