#DiseaseAUCs	BiologicalProcessAUCs
0.711751	0.787236
0.763616	0.748945
0.683742	0.777811
0.697108	0.795778
0.679819	0.793324
0.687848	0.804026
0.676535	0.757634
0.718091	0.818704
0.730317	0.794158
0.701213	0.784880
0.700347	0.833628
0.746465	0.789985
0.656509	0.784585
0.682419	0.820275
0.727580	0.802160
0.703677	0.797840
0.711477	0.748012
0.707919	0.766470
0.716404	0.800589
0.712207	0.792145
0.706642	0.732646
0.718091	0.796711
0.717179	0.773000
0.681918	0.799362
0.682556	0.779676
0.717179	0.803240
0.712754	0.771821
0.726394	0.775110
0.745233	0.750761
0.673387	0.806382
0.697154	0.776927
0.730864	0.779578
0.715126	0.833628
0.691406	0.781689
0.699708	0.759647
0.757869	0.792636
0.671882	0.764850
0.684655	0.771036
0.703996	0.781198
0.700940	0.797840
0.686707	0.779283
0.699434	0.808738
0.722607	0.781394
0.751163	0.739519
0.713667	0.780560
0.749521	0.786745
0.735015	0.775945
0.748928	0.783456
0.723200	0.762838
0.719163	0.760432
