#DiseaseAUCs	BiologicalProcessAUCs
0.751743	0.853327
0.732170	0.813614
0.701394	0.823474
0.758962	0.808211
0.751774	0.795910
0.758153	0.814805
0.728342	0.824939
0.709609	0.850916
0.725044	0.803724
0.763007	0.848321
0.722336	0.841545
0.733165	0.764011
0.728342	0.767125
0.669032	0.791209
0.740478	0.767949
0.739949	0.794383
0.750840	0.850092
0.731112	0.779762
0.729960	0.848321
0.739980	0.829335
0.767208	0.817949
0.742003	0.826557
0.747542	0.802961
0.695233	0.747558
0.719131	0.789499
0.740820	0.808242
0.735375	0.815537
0.720500	0.779090
0.741598	0.876587
0.725417	0.834249
0.768235	0.819353
0.755757	0.795818
0.775485	0.836569
0.734254	0.795910
0.764034	0.794750
0.758091	0.840446
0.742407	0.809982
0.734534	0.780189
0.757686	0.817002
0.707680	0.785287
0.682381	0.802228
0.730831	0.823962
0.719349	0.778297
0.734877	0.791300
0.733694	0.821429
0.723986	0.796947
0.764159	0.821551
0.771845	0.801313
0.759242	0.821245
0.726102	0.803388
