#DiseaseAUCs	BiologicalProcessAUCs
0.631420	0.745361
0.657331	0.778891
0.644740	0.732990
0.613858	0.780314
0.634340	0.702111
0.616002	0.751252
0.691223	0.749288
0.659475	0.778351
0.634203	0.735346
0.632242	0.712666
0.672110	0.697545
0.607335	0.659107
0.594608	0.780020
0.680504	0.782818
0.622343	0.764752
0.685248	0.735493
0.579965	0.748945
0.673068	0.750859
0.598896	0.713206
0.664629	0.780609
0.596433	0.738488
0.612946	0.735837
0.613904	0.736181
0.607746	0.735052
0.676307	0.731468
0.654822	0.718115
0.632789	0.764703
0.603458	0.824251
0.692683	0.747275
0.582201	0.739273
0.616550	0.723810
0.600219	0.796858
0.641274	0.734217
0.642414	0.729897
0.588906	0.713795
0.665222	0.694894
0.618876	0.706726
0.563087	0.691360
0.606970	0.769318
0.598577	0.697693
0.662440	0.776829
0.651264	0.777712
0.599763	0.749877
0.564456	0.708837
0.561171	0.677614
0.620290	0.704075
0.689216	0.715513
0.613813	0.743201
0.625947	0.747521
0.659885	0.781296
