#DiseaseAUCs	BiologicalProcessAUCs
0.662061	0.782051
0.637945	0.800916
0.613113	0.744078
0.654282	0.827503
0.635362	0.802900
0.608414	0.742399
0.593478	0.769536
0.663524	0.790568
0.621577	0.766484
0.658265	0.780250
0.670961	0.804548
0.597305	0.737332
0.624347	0.736722
0.682381	0.781960
0.639283	0.790232
0.640341	0.749939
0.627832	0.796368
0.684497	0.775855
0.600106	0.802503
0.645880	0.761172
0.673917	0.820940
0.683392	0.769567
0.639999	0.751709
0.636420	0.760317
0.664084	0.765629
0.583396	0.764988
0.705253	0.800336
0.614389	0.762973
0.723799	0.754853
0.692743	0.777473
0.606889	0.796032
0.672175	0.726313
0.590615	0.733669
0.611962	0.782387
0.654344	0.773382
0.635113	0.797741
0.666200	0.728694
0.706435	0.769933
0.670805	0.770665
0.614015	0.750733
0.676936	0.749176
0.638334	0.790568
0.642519	0.820696
0.672828	0.779121
0.685244	0.805495
0.705502	0.805281
0.631690	0.722222
0.564103	0.802564
0.611433	0.731960
0.676687	0.793193
