#DiseaseAUCs	BiologicalProcessAUCs
0.658619	0.740443
0.604421	0.722405
0.675910	0.739171
0.576689	0.719113
0.639044	0.702567
0.585050	0.756155
0.595734	0.709151
0.662453	0.704850
0.601444	0.740531
0.614534	0.702304
0.542963	0.720211
0.666490	0.742418
0.635782	0.666842
0.620774	0.721659
0.705559	0.709809
0.600179	0.775993
0.602830	0.702875
0.587741	0.710029
0.680192	0.732324
0.580441	0.667369
0.637413	0.702041
0.664859	0.680711
0.698177	0.762958
0.672403	0.745534
0.654092	0.769980
0.646426	0.738424
0.633906	0.722405
0.597692	0.694536
0.621916	0.708097
0.601077	0.749440
0.624404	0.682159
0.706211	0.740312
0.670894	0.709809
0.600914	0.689796
0.608703	0.755234
0.592635	0.761378
0.642959	0.753741
0.652828	0.714725
0.635088	0.723458
0.618572	0.719596
0.663798	0.697696
0.638636	0.684222
0.610334	0.735835
0.620203	0.761246
0.603605	0.712794
0.632764	0.734826
0.609681	0.735001
0.593124	0.722317
0.594796	0.719245
0.595286	0.708054
