#DiseaseAUCs	BiologicalProcessAUCs
0.691771	0.765096
0.660889	0.698085
0.683651	0.799951
0.710382	0.783898
0.733783	0.757977
0.704954	0.768827
0.718046	0.763819
0.776115	0.766667
0.769136	0.788120
0.715172	0.721257
0.706186	0.799411
0.700119	0.747275
0.689490	0.754001
0.721923	0.709278
0.740170	0.755474
0.732871	0.774129
0.678223	0.768925
0.751711	0.725871
0.727352	0.766863
0.742222	0.714531
0.687392	0.713451
0.691588	0.752577
0.726211	0.801718
0.708147	0.754836
0.689216	0.720569
0.738938	0.770643
0.728811	0.754246
0.726987	0.765488
0.700027	0.750123
0.691543	0.786500
0.698248	0.746244
0.708056	0.752774
0.692546	0.770005
0.698659	0.790329
0.697838	0.717919
0.729860	0.699951
0.728948	0.695925
0.692409	0.700098
0.711842	0.763574
0.703129	0.718557
0.709607	0.784732
0.715263	0.744624
0.702126	0.727639
0.770505	0.736230
0.682419	0.792685
0.715263	0.716348
0.689992	0.745655
0.706961	0.732057
0.701487	0.764801
0.739166	0.777860
