#DiseaseAUCs	BiologicalProcessAUCs
0.725168	0.761050
0.652353	0.746886
0.654437	0.771368
0.684839	0.789621
0.670121	0.748291
0.640839	0.800458
0.643857	0.758181
0.672797	0.806258
0.622791	0.795238
0.649365	0.777228
0.617687	0.745177
0.687702	0.808547
0.650890	0.809035
0.668285	0.749512
0.713157	0.783059
0.651357	0.742705
0.607232	0.819750
0.688605	0.793101
0.730365	0.742613
0.640372	0.778663
0.621437	0.775488
0.655402	0.754274
0.689445	0.789194
0.686706	0.764194
0.662559	0.782662
0.654780	0.801618
0.659790	0.796306
0.663181	0.841270
0.615509	0.805433
0.606454	0.799603
0.633713	0.813706
0.720687	0.726343
0.618279	0.775488
0.657829	0.784890
0.661003	0.832845
0.666013	0.770238
0.673170	0.757509
0.691716	0.808700
0.675722	0.772741
0.710169	0.785653
0.605738	0.772497
0.692992	0.792063
0.636296	0.770055
0.651263	0.769780
0.662310	0.773993
0.591517	0.798443
0.707151	0.760134
0.688169	0.750000
0.601195	0.734493
0.688480	0.748046
