#DiseaseAUCs	BiologicalProcessAUCs
0.627267	0.780773
0.612063	0.731806
0.630244	0.730368
0.573411	0.735759
0.644349	0.816128
0.621176	0.720934
0.592508	0.728571
0.634319	0.718598
0.579639	0.707996
0.637571	0.722372
0.604461	0.716262
0.603132	0.699506
0.634136	0.702740
0.581792	0.656918
0.660332	0.733333
0.643662	0.775651
0.579548	0.735939
0.573365	0.725786
0.656531	0.734906
0.603087	0.694340
0.552116	0.684951
0.574098	0.738724
0.597087	0.727314
0.608445	0.686029
0.604873	0.707996
0.643982	0.724573
0.563244	0.718598
0.601484	0.791195
0.618978	0.728796
0.599698	0.670126
0.596675	0.721114
0.651997	0.746451
0.631618	0.730234
0.581242	0.688544
0.615406	0.718643
0.627587	0.721384
0.557657	0.729380
0.648058	0.682615
0.606567	0.715544
0.636518	0.721159
0.625527	0.743890
0.580967	0.706065
0.661202	0.739668
0.619024	0.778077
0.624244	0.741060
0.621451	0.738544
0.588020	0.713028
0.555413	0.729111
0.573365	0.747080
0.667796	0.679784
