#DiseaseAUCs	BiologicalProcessAUCs
0.703312	0.737653
0.699252	0.746588
0.718593	0.739323
0.750525	0.753019
0.652039	0.697496
0.669054	0.673834
0.734194	0.702062
0.725618	0.711782
0.725527	0.718017
0.714260	0.761659
0.659703	0.808984
0.689901	0.734708
0.696880	0.710506
0.737524	0.759450
0.738528	0.738881
0.702582	0.694207
0.694006	0.766323
0.740489	0.762347
0.764483	0.749485
0.656874	0.719588
0.661345	0.747865
0.733510	0.753265
0.687072	0.759008
0.736338	0.743299
0.632926	0.769170
0.706231	0.729259
0.678861	0.727000
0.770231	0.771969
0.706642	0.717526
0.708740	0.773441
0.691908	0.681492
0.719095	0.733972
0.729176	0.696220
0.669100	0.724448
0.666636	0.688709
0.734878	0.729013
0.665405	0.730633
0.718913	0.731173
0.645470	0.781198
0.689946	0.735837
0.672658	0.749337
0.672156	0.781738
0.724797	0.712862
0.692136	0.765881
0.697473	0.753805
0.779354	0.758517
0.675166	0.768876
0.680230	0.706087
0.658653	0.804173
0.719825	0.784683
