#DiseaseAUCs	BiologicalProcessAUCs
0.607849	0.694429
0.614490	0.709569
0.606247	0.734277
0.576800	0.707053
0.556970	0.693396
0.578815	0.680683
0.683413	0.666307
0.627404	0.731491
0.621405	0.709659
0.569839	0.698203
0.584585	0.743486
0.509434	0.704717
0.583761	0.748922
0.565122	0.690296
0.587333	0.755211
0.629374	0.686837
0.585913	0.696631
0.610735	0.682704
0.599377	0.697215
0.598278	0.755840
0.617558	0.718913
0.602812	0.706739
0.593653	0.740072
0.594752	0.668464
0.623512	0.702156
0.536637	0.739623
0.566587	0.704447
0.598873	0.701033
0.548544	0.755571
0.560909	0.715903
0.587195	0.706469
0.553948	0.682210
0.594477	0.649326
0.607300	0.679380
0.578723	0.731491
0.611971	0.688679
0.596171	0.700000
0.572953	0.755795
0.619527	0.727808
0.632808	0.754268
0.629236	0.729111
0.605651	0.724933
0.619482	0.697260
0.597454	0.697619
0.590676	0.743666
0.537965	0.660198
0.597408	0.697125
0.622321	0.731626
0.619711	0.692498
0.646318	0.697439
