#DiseaseAUCs	BiologicalProcessAUCs
0.698978	0.750025
0.660068	0.763819
0.675851	0.765538
0.662713	0.754983
0.739987	0.735592
0.697975	0.743544
0.671791	0.764065
0.694645	0.806676
0.708056	0.725773
0.692638	0.784291
0.642323	0.738390
0.679181	0.777172
0.682602	0.801669
0.741766	0.761807
0.665496	0.754786
0.714670	0.776338
0.707052	0.736377
0.669510	0.799411
0.703357	0.747177
0.742679	0.743986
0.681690	0.717526
0.672566	0.747030
0.713530	0.800196
0.681416	0.731861
0.713028	0.773000
0.749703	0.731468
0.657467	0.769318
0.663534	0.742808
0.667412	0.767649
0.664447	0.746686
0.669601	0.729259
0.679158	0.782032
0.756728	0.771870
0.700484	0.772459
0.715354	0.753952
0.668278	0.828228
0.665496	0.800687
0.717407	0.719489
0.668324	0.796809
0.672703	0.763525
0.660250	0.737653
0.712207	0.746294
0.685385	0.780167
0.704498	0.779627
0.704452	0.710309
0.664675	0.794944
0.688167	0.772705
0.701122	0.814138
0.725299	0.751154
0.714990	0.705695
