#DiseaseAUCs	BiologicalProcessAUCs
0.665177	0.772165
0.619515	0.706038
0.606103	0.724840
0.616002	0.662641
0.650807	0.675896
0.638172	0.671429
0.641821	0.702160
0.632652	0.684831
0.643919	0.591213
0.645060	0.710064
0.590047	0.714678
0.649804	0.723760
0.598577	0.700245
0.607974	0.697300
0.670103	0.657879
0.590366	0.660187
0.643874	0.703387
0.597163	0.704516
0.614907	0.698527
0.633428	0.604418
0.615044	0.630290
0.573853	0.673932
0.607198	0.659303
0.657194	0.742514
0.666043	0.685469
0.618329	0.688856
0.618101	0.693520
0.657832	0.753117
0.587903	0.633382
0.609935	0.683849
0.616550	0.694600
0.600584	0.700589
0.612992	0.661070
0.621841	0.681983
0.644284	0.660923
0.685749	0.618900
0.645288	0.679431
0.647295	0.679185
0.637579	0.701816
0.656829	0.666814
0.628136	0.753854
0.650534	0.703535
0.643509	0.772067
0.647888	0.708346
0.625673	0.705155
0.635663	0.644379
0.620473	0.682032
0.624806	0.715022
0.634705	0.699607
0.589134	0.704909
