#DiseaseAUCs	BiologicalProcessAUCs
0.676889	0.740487
0.666694	0.731402
0.680029	0.770726
0.634028	0.734694
0.665511	0.754268
0.721708	0.717797
0.637372	0.710950
0.671384	0.705420
0.619836	0.710511
0.662208	0.729252
0.675666	0.749748
0.657518	0.763616
0.671221	0.770024
0.659843	0.686724
0.650544	0.735572
0.648179	0.741540
0.624200	0.733948
0.658293	0.702699
0.673260	0.721659
0.625138	0.710380
0.665674	0.746983
0.631051	0.736493
0.658538	0.726267
0.666286	0.767610
0.661719	0.684090
0.638799	0.756375
0.701521	0.734255
0.637861	0.753785
0.653114	0.727672
0.654867	0.752030
0.647608	0.740838
0.662575	0.737678
0.636720	0.694316
0.656376	0.719333
0.661555	0.760325
0.628482	0.749528
0.683822	0.726794
0.682395	0.713847
0.642511	0.721088
0.658619	0.734079
0.697525	0.758086
0.648995	0.742901
0.676074	0.737810
0.630521	0.681501
0.685372	0.746061
0.645977	0.737678
0.631092	0.691639
0.652257	0.778495
0.681742	0.720255
0.629501	0.680404
