#DiseaseAUCs	BiologicalProcessAUCs
0.667165	0.742949
0.672268	0.755067
0.630508	0.769933
0.656056	0.798443
0.621110	0.760379
0.685337	0.793590
0.651357	0.771963
0.678118	0.782387
0.673170	0.754853
0.686520	0.770269
0.702639	0.729396
0.638007	0.810501
0.684559	0.807738
0.617750	0.781044
0.647654	0.780037
0.686520	0.756013
0.664395	0.780189
0.705159	0.779396
0.646751	0.806319
0.739327	0.813462
0.656647	0.770879
0.636482	0.742705
0.651668	0.768803
0.610468	0.807570
0.708489	0.798596
0.658981	0.780617
0.649645	0.790018
0.681541	0.753205
0.631006	0.788797
0.701861	0.770421
0.708862	0.765507
0.640746	0.772436
0.636763	0.749847
0.756192	0.762241
0.650454	0.787851
0.677558	0.790018
0.701052	0.744322
0.707960	0.782082
0.716517	0.782601
0.687049	0.811111
0.687111	0.780739
0.628205	0.798626
0.676655	0.731532
0.650485	0.776893
0.654966	0.791484
0.688045	0.740263
0.686209	0.812454
0.642924	0.792155
0.715770	0.780311
0.637976	0.754274
