#DiseaseAUCs	BiologicalProcessAUCs
0.607483	0.706963
0.595439	0.750000
0.601117	0.733019
0.607849	0.738050
0.629831	0.692138
0.592783	0.767700
0.590859	0.790611
0.593836	0.692857
0.594752	0.739712
0.605789	0.701078
0.577395	0.707637
0.531874	0.725202
0.605834	0.686927
0.620214	0.702066
0.574785	0.710961
0.638212	0.727628
0.585730	0.704672
0.542590	0.700449
0.608491	0.730144
0.605926	0.729650
0.566541	0.722462
0.578952	0.683783
0.522898	0.669811
0.574144	0.733468
0.637983	0.683199
0.626030	0.701707
0.578174	0.714915
0.571808	0.742093
0.587516	0.713252
0.602125	0.729470
0.594065	0.691599
0.517265	0.753863
0.618474	0.726954
0.629007	0.756469
0.570251	0.754492
0.612429	0.724753
0.586737	0.676011
0.634915	0.663792
0.587379	0.660872
0.603316	0.689668
0.586371	0.720575
0.542773	0.717296
0.616093	0.763342
0.578632	0.656289
0.574739	0.695013
0.651951	0.728437
0.534897	0.694385
0.560817	0.711725
0.584539	0.693127
0.596950	0.724798
