#DiseaseAUCs	BiologicalProcessAUCs
0.696785	0.706244
0.656164	0.730907
0.706952	0.733558
0.642288	0.722282
0.664178	0.738275
0.709104	0.730189
0.654744	0.662713
0.680299	0.746271
0.623466	0.729515
0.630839	0.678616
0.654286	0.660153
0.675032	0.721788
0.648928	0.677583
0.657538	0.690252
0.665919	0.713208
0.679932	0.703235
0.635464	0.702426
0.704570	0.669137
0.641876	0.714376
0.651401	0.684367
0.657584	0.728257
0.694037	0.712399
0.714691	0.750943
0.589073	0.697889
0.684100	0.753684
0.691335	0.737556
0.616963	0.730548
0.631205	0.726280
0.625710	0.723540
0.719820	0.752066
0.628595	0.711680
0.653508	0.746451
0.665461	0.699146
0.597545	0.699236
0.663858	0.750584
0.723622	0.707907
0.655523	0.722597
0.673796	0.729245
0.666148	0.764600
0.700953	0.711456
0.695961	0.736478
0.649982	0.725112
0.681535	0.725876
0.638121	0.718823
0.709562	0.737466
0.696327	0.731132
0.725133	0.704537
0.677093	0.702830
0.641143	0.757188
0.685061	0.733558
