#DiseaseAUCs	BiologicalProcessAUCs
0.559902	0.745635
0.622137	0.762821
0.635269	0.756044
0.679394	0.769078
0.668440	0.799328
0.610561	0.742033
0.669374	0.776893
0.596154	0.775824
0.636638	0.726038
0.641212	0.713370
0.602471	0.736966
0.614202	0.735409
0.633184	0.761966
0.609379	0.742369
0.608663	0.776740
0.612335	0.754731
0.613611	0.750611
0.555514	0.794719
0.626276	0.746184
0.618341	0.742033
0.576021	0.761630
0.645942	0.772253
0.636700	0.782173
0.581000	0.735775
0.603186	0.725275
0.599141	0.755433
0.606205	0.773168
0.575243	0.743437
0.591704	0.745635
0.589806	0.755678
0.540017	0.752564
0.670276	0.750275
0.606143	0.756166
0.600106	0.748474
0.610281	0.680495
0.605396	0.759737
0.620363	0.707967
0.631877	0.760287
0.611806	0.712485
0.661532	0.722741
0.658389	0.781532
0.594162	0.748382
0.684310	0.711538
0.592171	0.745757
0.619243	0.804976
0.673046	0.746612
0.604680	0.790354
0.675037	0.760928
0.614980	0.805495
0.685524	0.717705
