#DiseaseAUCs	BiologicalProcessAUCs
0.684107	0.766961
0.670696	0.771919
0.700848	0.735690
0.663124	0.784683
0.706779	0.847126
0.701820	0.793240
0.723337	0.790231
0.659018	0.789887
0.690907	0.775454
0.725025	0.743643
0.703996	0.794404
0.727352	0.773392
0.682100	0.760825
0.680230	0.801276
0.680777	0.821257
0.698796	0.783751
0.675303	0.749386
0.657559	0.778252
0.689027	0.779627
0.666408	0.788414
0.741128	0.815611
0.669510	0.740157
0.712389	0.812518
0.662804	0.749239
0.675272	0.795925
0.665085	0.849337
0.670787	0.787285
0.689490	0.784831
0.737433	0.749534
0.686662	0.815857
0.694599	0.775552
0.667706	0.755032
0.702080	0.817084
0.725344	0.789445
0.731594	0.795582
0.707737	0.702013
0.713621	0.778056
0.681872	0.804418
0.724386	0.764125
0.715622	0.737555
0.675959	0.795238
0.657604	0.797644
0.675805	0.788267
0.698613	0.789887
0.705638	0.817863
0.734148	0.805891
0.737934	0.810555
0.745780	0.791507
0.697655	0.779774
0.673570	0.745950
