#DiseaseAUCs	BiologicalProcessAUCs
0.653846	0.722558
0.651699	0.772436
0.655340	0.820360
0.647249	0.792099
0.609410	0.774176
0.647903	0.759700
0.654344	0.816819
0.656273	0.798779
0.634429	0.780110
0.709920	0.760684
0.639781	0.790372
0.677288	0.765598
0.698127	0.773266
0.673233	0.759951
0.668814	0.779609
0.664924	0.761020
0.648245	0.789633
0.659852	0.762173
0.658981	0.777259
0.648446	0.752106
0.649241	0.771612
0.689228	0.788034
0.655807	0.738736
0.661190	0.801893
0.658918	0.774817
0.614285	0.780708
0.650075	0.703022
0.671569	0.788241
0.627521	0.729823
0.691436	0.785423
0.679844	0.801038
0.638910	0.772837
0.642462	0.762668
0.714588	0.775940
0.658758	0.783284
0.652149	0.810379
0.669156	0.822141
0.638816	0.732957
0.684995	0.736794
0.641648	0.820818
0.655480	0.783700
0.719394	0.772894
0.622706	0.764783
0.676958	0.781777
0.679204	0.765518
0.702452	0.685041
0.623413	0.752534
0.585480	0.736717
0.697535	0.756688
0.606423	0.766911
