#DiseaseAUCs	BiologicalProcessAUCs
0.665329	0.748565
0.626618	0.768407
0.596154	0.731716
0.672517	0.741148
0.630788	0.694567
0.638038	0.750244
0.577359	0.729579
0.666418	0.766545
0.637821	0.758364
0.615540	0.741453
0.612117	0.732723
0.549259	0.678663
0.642768	0.733303
0.617127	0.714133
0.628361	0.733455
0.582306	0.777808
0.641897	0.753266
0.566530	0.688523
0.607107	0.718864
0.644822	0.729640
0.605147	0.722466
0.613020	0.723718
0.611277	0.710012
0.588001	0.759524
0.580719	0.739377
0.617438	0.772405
0.579288	0.727686
0.645880	0.764805
0.659198	0.745818
0.689258	0.786935
0.614233	0.724267
0.594007	0.697314
0.622635	0.729426
0.653815	0.804670
0.622573	0.729640
0.588717	0.743132
0.601413	0.761081
0.600044	0.714011
0.656802	0.740232
0.573438	0.743162
0.541791	0.743468
0.654686	0.761264
0.633713	0.702473
0.637167	0.776557
0.613113	0.765904
0.662404	0.746062
0.643111	0.693987
0.680483	0.757265
0.596589	0.797711
0.611308	0.765140
