#DiseaseAUCs	BiologicalProcessAUCs
0.705492	0.804482
0.734131	0.803276
0.748396	0.826026
0.826057	0.818015
0.818578	0.833234
0.698841	0.767714
0.596379	0.811991
0.816559	0.806724
0.842316	0.793700
0.786618	0.803524
0.743571	0.731602
0.756323	0.786549
0.751389	0.824286
0.603297	0.788725
0.804701	0.799604
