#DiseaseAUCs	BiologicalProcessAUCs
0.583171	0.760106
0.584356	0.771786
0.589129	0.764841
0.579202	0.747960
0.515641	0.713358
0.604903	0.809693
0.474873	0.774653
0.649650	0.762912
0.520485	0.792259
0.532336	0.745416
0.549272	0.735476
0.589694	0.774849
0.586993	0.757593
0.537699	0.745654
0.595585	0.766807
0.628887	0.767762
0.619670	0.767789
0.531977	0.779949
0.579980	0.762123
0.530166	0.736921
0.592369	0.717176
0.597517	0.759518
0.587105	0.756967
0.566119	0.785559
0.543645	0.766298
0.543097	0.762593
0.548431	0.757016
0.559187	0.735232
0.560042	0.768414
0.612319	0.769101
0.529088	0.771852
0.560522	0.749522
0.549542	0.784131
0.638526	0.767809
0.557027	0.788737
0.490942	0.758746
0.577492	0.758189
0.624677	0.699883
0.540341	0.766356
0.528856	0.748474
0.536391	0.770451
0.626934	0.752690
0.536000	0.773355
0.528562	0.793560
0.569129	0.743592
0.593051	0.785735
0.619233	0.742716
0.591815	0.773911
0.534366	0.811511
0.550670	0.793368
