#Iter	Time	Change
0	0.00	3.376097e+02
1	0.00	1.016821e+02
2	0.00	6.593500e+01
3	0.00	4.964855e+01
4	0.00	4.095911e+01
5	0.00	3.474230e+01
6	0.00	3.056719e+01
7	0.00	2.718069e+01
8	0.00	2.444768e+01
9	0.00	2.214541e+01
10	0.00	2.008676e+01
11	0.00	1.831052e+01
12	0.00	1.667159e+01
13	0.00	1.523655e+01
14	0.00	1.388806e+01
15	0.00	1.267613e+01
16	0.00	1.154225e+01
17	0.00	1.051236e+01
18	0.00	9.557215e+00
19	0.00	8.688839e+00
20	0.00	7.890926e+00
21	0.00	7.166098e+00
22	0.00	6.503546e+00
23	0.00	5.901528e+00
24	0.00	5.353465e+00
25	0.00	4.855229e+00
26	0.00	4.403290e+00
27	0.00	3.992191e+00
28	0.00	3.620006e+00
29	0.00	3.281529e+00
30	0.00	2.975369e+00
31	0.00	2.696962e+00
32	0.00	2.445331e+00
33	0.00	2.216536e+00
34	0.00	2.009835e+00
35	0.00	1.821915e+00
36	0.00	1.652186e+00
37	0.00	1.497875e+00
38	0.00	1.358533e+00
39	0.00	1.231836e+00
40	0.00	1.117445e+00
41	0.00	1.013450e+00
42	0.00	9.195280e-01
