#DiseaseAUCs	BiologicalProcessAUCs
0.611965	0.765486
0.618742	0.762538
0.600324	0.737385
0.595121	0.752500
0.587776	0.781261
0.587938	0.766102
0.641173	0.768662
0.671382	0.752839
0.618504	0.750609
0.617698	0.738624
0.583487	0.767857
0.633507	0.784845
0.564024	0.792054
0.674874	0.750267
0.618248	0.779018
0.596574	0.759400
0.613019	0.765464
0.572164	0.767277
0.618941	0.762483
0.594081	0.763878
0.638495	0.756137
0.603759	0.783683
0.641788	0.770460
0.630027	0.768005
0.605358	0.806385
0.616798	0.760785
0.610116	0.721529
0.643430	0.813331
0.570132	0.773277
0.602853	0.789057
0.629774	0.735918
0.604544	0.693052
0.613485	0.804274
0.658594	0.731644
0.615644	0.744419
0.620507	0.819354
0.606405	0.792692
0.582852	0.729606
0.579561	0.760231
0.600605	0.755372
0.650147	0.810454
0.598700	0.746079
0.604422	0.721970
0.662104	0.744825
0.601148	0.801252
0.617466	0.708748
0.616145	0.755451
0.638623	0.778772
0.622543	0.740819
0.647709	0.804716
