#DiseaseAUCs	BiologicalProcessAUCs
0.826995	0.886816
0.864739	0.920858
0.780225	0.930228
0.800826	0.878977
0.825580	0.900712
0.806780	0.905141
0.840501	0.888095
0.793177	0.879116
0.811270	0.927475
0.838815	0.894282
0.828100	0.903863
0.845584	0.890122
0.813238	0.912912
0.835402	0.845680
0.830454	0.884933
0.836860	0.888106
0.822865	0.930513
0.811600	0.912126
0.846946	0.908120
0.799375	0.913841
0.854804	0.888869
0.824563	0.906442
0.804620	0.887801
0.842365	0.920564
0.834507	0.912170
0.798634	0.888115
0.812315	0.896864
0.803505	0.911340
0.817778	0.907446
0.818825	0.885718
0.810806	0.886099
0.776127	0.912305
0.834315	0.897758
0.819016	0.899593
0.832834	0.933956
0.810562	0.928553
0.798551	0.896228
0.819744	0.908143
0.820053	0.902905
0.807832	0.927589
0.820294	0.881631
0.843317	0.930378
0.782016	0.871133
0.772347	0.905430
0.838231	0.910020
0.827150	0.907098
0.835777	0.904197
0.791820	0.901940
0.812987	0.895818
0.800825	0.916894
