#DiseaseAUCs	BiologicalProcessAUCs
0.785394	0.868355
0.833228	0.873757
0.793931	0.916709
0.813162	0.894051
0.788649	0.870793
0.833815	0.908077
0.820836	0.892947
0.813930	0.898558
0.806339	0.873958
0.809636	0.891844
0.801776	0.924858
0.810520	0.867349
0.816064	0.883670
0.756987	0.885310
0.830101	0.896258
0.799978	0.839688
0.785295	0.879999
0.811946	0.907168
0.814627	0.892541
0.843078	0.880030
0.801255	0.884659
0.798676	0.910823
0.792650	0.886136
0.846209	0.872085
0.843354	0.903025
0.806660	0.877556
0.800528	0.876443
0.809858	0.908444
0.801187	0.865250
0.836804	0.878298
0.806640	0.891697
0.785097	0.915227
0.761390	0.910819
0.801347	0.890125
0.812109	0.909073
0.797460	0.861366
0.819026	0.857039
0.830756	0.900851
0.835530	0.905274
0.840675	0.888838
0.797631	0.899525
0.865989	0.903599
0.811202	0.882510
0.823924	0.876485
0.842632	0.922817
0.819501	0.872670
0.804231	0.908481
0.831193	0.854849
0.855419	0.844939
0.811996	0.897582
