#DiseaseAUCs	BiologicalProcessAUCs
0.573223	0.780755
0.648820	0.807590
0.559130	0.738451
0.586251	0.746166
0.582918	0.774944
0.593872	0.756929
0.607878	0.761717
0.616012	0.772303
0.582956	0.800071
0.631813	0.778733
0.618666	0.756117
0.569636	0.791280
0.573902	0.719810
0.595125	0.784785
0.575771	0.777198
0.588759	0.756137
0.573389	0.803860
0.599230	0.794004
0.613179	0.797664
0.601828	0.783388
0.589303	0.759413
0.574639	0.765511
0.612165	0.757016
0.584891	0.789668
0.593570	0.742876
0.561003	0.790228
0.614541	0.799245
0.618080	0.789665
0.625349	0.821547
0.610144	0.808850
0.602009	0.788993
0.593798	0.786857
0.614118	0.802704
0.612538	0.796423
0.572331	0.791496
0.632468	0.803959
0.609629	0.779708
0.608495	0.782632
0.600824	0.766691
0.589040	0.781416
0.575450	0.780770
0.614522	0.788656
0.637781	0.809085
0.651733	0.767266
0.574218	0.763784
0.603994	0.781831
0.595501	0.755944
0.573187	0.770229
0.587657	0.773226
0.597153	0.745497
