#DiseaseAUCs	BiologicalProcessAUCs
0.665007	0.742431
0.560506	0.756917
0.642776	0.801727
0.601530	0.737510
0.594761	0.765479
0.607013	0.801579
0.644465	0.769577
0.625905	0.762276
0.575232	0.800235
0.600797	0.773819
0.652355	0.756303
0.633959	0.787704
0.613114	0.779868
0.662843	0.766524
0.631060	0.789756
0.583923	0.754492
0.641462	0.766075
0.630029	0.731540
0.573358	0.770782
0.608577	0.770291
0.568654	0.779158
0.628318	0.773339
0.622379	0.768981
0.588862	0.776655
0.581983	0.775443
0.624783	0.798075
0.626930	0.780754
0.611161	0.766337
0.573500	0.768107
0.613574	0.791770
0.577117	0.754327
0.612850	0.779891
0.619869	0.745871
0.597196	0.777455
0.633471	0.744006
0.639098	0.789279
0.630132	0.808912
0.573238	0.778345
0.616178	0.753330
0.587700	0.787149
0.622120	0.811581
0.626962	0.757479
0.612276	0.784348
0.575154	0.782887
0.646310	0.786597
0.625547	0.767501
0.587334	0.773436
0.623010	0.796514
0.652696	0.746481
0.605643	0.754336
