#DiseaseAUCs	BiologicalProcessAUCs
0.806643	0.860738
0.786483	0.894453
0.843549	0.923786
0.872898	0.926770
0.829450	0.929005
0.840746	0.932900
0.844627	0.900038
0.837435	0.907870
0.817351	0.918320
0.820269	0.906061
0.800804	0.912522
0.828973	0.889516
0.843990	0.897029
0.831242	0.900040
0.826128	0.922444
0.829206	0.889371
0.833424	0.893218
0.816896	0.916630
0.842063	0.907527
0.836436	0.897910
0.834758	0.902910
0.851061	0.926584
0.847530	0.899617
0.837674	0.892562
0.827096	0.900476
0.846496	0.894928
0.834709	0.911083
0.844548	0.911618
0.771152	0.905044
0.826052	0.897798
0.814406	0.896200
0.823005	0.912507
0.839869	0.903744
0.825788	0.913828
0.848753	0.913780
0.783787	0.903627
0.833180	0.883448
0.836770	0.917695
0.847555	0.913162
0.798087	0.907032
0.843554	0.909297
0.814628	0.923259
0.799962	0.893537
0.835676	0.886149
0.839080	0.922428
0.822902	0.902889
0.813011	0.917296
0.838222	0.897781
0.847598	0.905454
0.834024	0.909514
