#DiseaseAUCs	BiologicalProcessAUCs
0.474718	0.560266
0.465775	0.651922
0.490055	0.560674
0.429779	0.606901
0.474160	0.670397
0.479056	0.620953
0.500370	0.748182
0.519218	0.648720
0.504535	0.585987
0.514175	0.628518
0.439660	0.599751
0.434454	0.699398
0.490200	0.599615
0.454971	0.610605
0.529110	0.670110
0.507495	0.606742
0.477860	0.591079
0.427491	0.610664
0.466929	0.608183
0.455258	0.700359
0.473945	0.602828
0.467745	0.586791
0.476943	0.581918
0.460406	0.619041
0.411197	0.551610
0.517514	0.671374
0.544088	0.706744
0.514335	0.648197
0.448150	0.609985
0.481198	0.541770
0.458937	0.624394
0.429362	0.627460
0.516078	0.620191
0.502918	0.643375
0.508417	0.723038
0.454484	0.647255
0.470969	0.604798
0.447230	0.663874
0.452092	0.647874
0.484251	0.619006
0.433048	0.714348
0.447660	0.641942
0.452687	0.688362
0.437139	0.654759
0.422182	0.572899
0.465408	0.609880
0.467745	0.611223
0.487775	0.673187
0.435115	0.701354
0.462198	0.604019
